difficulty,gas_limit,gas_used,number,size,timestamp,timestamp(days),timestamp(time),total_difficulty,transaction_count,col_no_after_duplication
3521445164207790,7992222,7991996,6048089,29161,2018-07-29 00:00:21 UTC,29/7/2018,00:00:21 UTC,5.65E+21,170,8209
3535130297735340,8000029,7987603,6054098,7568,2018-07-30 00:00:31 UTC,30/7/2018,00:00:31 UTC,5.67E+21,50,8217
3504205168878720,7999992,7994005,6060061,12204,2018-07-31 00:00:21 UTC,31/7/2018,00:00:21 UTC,5.69E+21,84,8223
3613649437945240,8003935,7955970,6065980,7731,2018-08-01 00:00:17 UTC,1/8/2018,00:00:17 UTC,5.71E+21,50,8233
3542067469928060,8000029,7987413,6071841,24324,2018-08-02 00:00:17 UTC,2/8/2018,00:00:17 UTC,5.73E+21,137,8243
3512466186462660,7979087,7976313,6077695,6032,2018-08-03 00:00:10 UTC,3/8/2018,00:00:10 UTC,5.76E+21,23,8255
3473177940016280,7999992,7949860,6083611,4511,2018-08-04 00:00:03 UTC,4/8/2018,00:00:03 UTC,5.78E+21,25,8261
3583245094842090,7992222,7980633,6089614,48757,2018-08-05 00:00:02 UTC,5/8/2018,00:00:02 UTC,5.80E+21,286,8273
3621616283469280,8000000,7982371,6095546,3974,2018-08-06 00:00:04 UTC,6/8/2018,00:00:04 UTC,5.82E+21,23,8282
3565353633403270,8000029,7996677,6101469,4535,2018-08-07 00:00:07 UTC,7/8/2018,00:00:07 UTC,5.84E+21,31,8289
3525395436943740,7980012,7959878,6107344,36731,2018-08-08 00:00:35 UTC,8/8/2018,00:00:35 UTC,5.86E+21,235,8294
3628360002592480,7999992,7993932,6113301,8620,2018-08-09 00:00:02 UTC,9/8/2018,00:00:02 UTC,5.88E+21,44,8299
3649367786315200,8000029,7981133,6119231,9059,2018-08-10 00:00:16 UTC,10/8/2018,00:00:16 UTC,5.90E+21,59,8302
3521085387886740,8003766,8003762,6125157,13931,2018-08-11 00:00:34 UTC,11/8/2018,00:00:34 UTC,5.92E+21,91,8315
3630804904563350,8003916,7994407,6131102,18217,2018-08-12 00:00:14 UTC,12/8/2018,00:00:14 UTC,5.95E+21,111,8326
3539473303248820,7992222,7985785,6136937,10871,2018-08-13 00:00:04 UTC,13/8/2018,00:00:04 UTC,5.97E+21,61,8335
3537636371898200,8003917,7984862,6142809,19203,2018-08-14 00:00:10 UTC,14/8/2018,00:00:10 UTC,5.99E+21,72,8345
3532271207447180,8000029,7991037,6148761,12211,2018-08-15 00:00:13 UTC,15/8/2018,00:00:13 UTC,6.01E+21,58,8351
3518422159093740,7992248,7974293,6154726,10146,2018-08-16 00:00:02 UTC,16/8/2018,00:00:02 UTC,6.03E+21,55,8361
3482416444524220,8003915,7999091,6160666,10826,2018-08-17 00:00:08 UTC,17/8/2018,00:00:08 UTC,6.05E+21,63,8369
3493964222205810,7996125,7975601,6166506,4066,2018-08-18 00:00:08 UTC,18/8/2018,00:00:08 UTC,6.07E+21,25,8378
3421046685895180,7993961,7984356,6172389,21714,2018-08-19 00:00:10 UTC,19/8/2018,00:00:10 UTC,6.09E+21,158,8389
3529495658124340,7999992,7985842,6178319,5223,2018-08-20 00:00:07 UTC,20/8/2018,00:00:07 UTC,6.11E+21,31,8398
3493440897484870,7999992,7990362,6184251,19381,2018-08-21 00:00:10 UTC,21/8/2018,00:00:10 UTC,6.13E+21,100,8411
3567383882485590,8003921,7992347,6190213,29851,2018-08-22 00:00:16 UTC,22/8/2018,00:00:16 UTC,6.15E+21,116,8419
3518497511990900,7992222,7980790,6196134,15355,2018-08-23 00:00:18 UTC,23/8/2018,00:00:18 UTC,6.17E+21,92,8427
3424463289501420,8000029,7989218,6201987,15212,2018-08-24 00:00:10 UTC,24/8/2018,00:00:10 UTC,6.19E+21,67,8435
3526049329549350,8000029,7997720,6207933,10159,2018-08-25 00:00:11 UTC,25/8/2018,00:00:11 UTC,6.21E+21,63,8444
3554889533376500,7992185,4872495,6213859,12699,2018-08-26 00:00:06 UTC,26/8/2018,00:00:06 UTC,6.23E+21,71,8452
3530094215989040,7980530,7980278,6219807,18272,2018-08-27 00:00:16 UTC,27/8/2018,00:00:16 UTC,6.26E+21,124,8467
3567614575653420,7992222,7973056,6225748,9961,2018-08-28 00:00:01 UTC,28/8/2018,00:00:01 UTC,6.28E+21,31,8471
3575801593847310,7990816,7990392,6231646,8564,2018-08-29 00:00:03 UTC,29/8/2018,00:00:03 UTC,6.30E+21,36,8479
3444951726830630,8000029,7980974,6237536,13621,2018-08-30 00:00:29 UTC,30/8/2018,00:00:29 UTC,6.32E+21,86,8485
3429490756718180,7988340,4561452,6243446,3840,2018-08-31 00:00:02 UTC,31/8/2018,00:00:02 UTC,6.34E+21,18,8490
3445937245047700,7999992,7989009,6249399,6185,2018-09-01 00:00:13 UTC,1/9/2018,00:00:13 UTC,6.36E+21,44,8496
3377240555157220,8000029,7992185,6255279,6987,2018-09-02 00:00:26 UTC,2/9/2018,00:00:26 UTC,6.38E+21,38,8504
3480837844094720,8000029,7983403,6261306,4568,2018-09-03 00:00:01 UTC,3/9/2018,00:00:01 UTC,6.40E+21,22,8508
3330894816572320,7992222,7972502,6267193,12210,2018-09-04 00:00:07 UTC,4/9/2018,00:00:07 UTC,6.42E+21,58,8520
3377995880195710,7984415,7963710,6273161,6115,2018-09-05 00:00:09 UTC,5/9/2018,00:00:09 UTC,6.44E+21,39,8530
3348109699755110,7992222,7984191,6279117,6424,2018-09-06 00:00:16 UTC,6/9/2018,00:00:16 UTC,6.46E+21,41,8535
3442331259076870,7996116,7986711,6285165,35033,2018-09-07 00:01:18 UTC,7/9/2018,00:01:18 UTC,6.48E+21,239,8545
3331232743582680,8000000,7985840,6291078,5423,2018-09-08 00:00:01 UTC,8/9/2018,00:00:01 UTC,6.50E+21,26,8547
3337520345395530,8003892,7991238,6297014,30616,2018-09-09 00:00:27 UTC,9/9/2018,00:00:27 UTC,6.52E+21,144,8553
3252265045325770,8000029,6034390,6302914,18420,2018-09-10 00:00:18 UTC,10/9/2018,00:00:18 UTC,6.54E+21,76,8561
3239570380494080,7992222,7981020,6308920,16170,2018-09-11 00:00:08 UTC,11/9/2018,00:00:08 UTC,6.56E+21,91,8566
3134091504857760,7992222,7973203,6314922,14823,2018-09-12 00:00:23 UTC,12/9/2018,00:00:23 UTC,6.58E+21,103,8575
3110430565365430,8000029,2632388,6320966,5040,2018-09-13 00:00:03 UTC,13/9/2018,00:00:03 UTC,6.60E+21,22,8583
3067412644179850,7996107,7994427,6326969,6614,2018-09-14 00:00:15 UTC,14/9/2018,00:00:15 UTC,6.62E+21,34,8592
3072427191897200,7984433,7976536,6333035,5608,2018-09-15 00:00:01 UTC,15/9/2018,00:00:01 UTC,6.63E+21,38,8600
3071474796300160,7996070,7993098,6339086,5485,2018-09-16 00:00:19 UTC,16/9/2018,00:00:19 UTC,6.65E+21,37,8606
3175994778573690,7992222,7982056,6345199,6208,2018-09-17 00:00:14 UTC,17/9/2018,00:00:14 UTC,6.67E+21,33,8617
3203199879028420,7984415,7969209,6351279,6152,2018-09-18 00:00:55 UTC,18/9/2018,00:00:55 UTC,6.69E+21,37,8624
3049313802400970,8001401,7986073,6357246,3652,2018-09-19 00:00:04 UTC,19/9/2018,00:00:04 UTC,6.71E+21,19,8630
3176179904847140,8000029,7983368,6363369,4001,2018-09-20 00:00:05 UTC,20/9/2018,00:00:05 UTC,6.73E+21,24,8644
3147195715130900,7988337,7975773,6369383,17309,2018-09-21 00:00:31 UTC,21/9/2018,00:00:31 UTC,6.75E+21,139,8650
3341443131829680,8000029,7991506,6375467,5568,2018-09-22 00:00:07 UTC,22/9/2018,00:00:07 UTC,6.77E+21,36,8657
3308549879937500,7992222,7981634,6381505,5327,2018-09-23 00:00:05 UTC,23/9/2018,00:00:05 UTC,6.79E+21,29,8664
3238735004085010,7992211,7978002,6387585,6599,2018-09-24 00:00:16 UTC,24/9/2018,00:00:16 UTC,6.81E+21,30,8675
3190142216939600,7992222,7980010,6393660,13878,2018-09-25 00:00:05 UTC,25/9/2018,00:00:05 UTC,6.83E+21,77,8688
3139532810570950,8000029,7981136,6399773,41418,2018-09-26 00:00:03 UTC,26/9/2018,00:00:03 UTC,6.85E+21,367,8694
3274030980834730,8000029,7981277,6405885,6305,2018-09-27 00:00:14 UTC,27/9/2018,00:00:14 UTC,6.87E+21,38,8703
3287370994488750,8007794,7996441,6411967,35134,2018-09-28 00:00:07 UTC,28/9/2018,00:00:07 UTC,6.89E+21,187,8710
3284706823639170,8000000,7999701,6418064,6541,2018-09-29 00:00:07 UTC,29/9/2018,00:00:07 UTC,6.91E+21,43,8716
3196671878521150,7976645,7875274,6424159,6794,2018-09-30 00:00:26 UTC,30/9/2018,00:00:26 UTC,6.93E+21,39,8725
3307033056222170,8000029,7987747,6430273,6487,2018-10-01 00:00:12 UTC,1/10/2018,00:00:12 UTC,6.95E+21,47,8730
3215183023023700,8003642,7984780,6436368,5698,2018-10-02 00:00:02 UTC,2/10/2018,00:00:02 UTC,6.97E+21,27,8741
3346188052848550,8000029,7985085,6442548,15862,2018-10-03 00:00:03 UTC,3/10/2018,00:00:03 UTC,6.99E+21,64,8748
3298237133685960,8000029,7988328,6448623,7949,2018-10-04 00:00:01 UTC,4/10/2018,00:00:01 UTC,7.01E+21,41,8753
3318473061557180,7999992,7983299,6454769,15205,2018-10-05 00:00:10 UTC,5/10/2018,00:00:10 UTC,7.03E+21,92,8762
3201095952507500,8000029,7985526,6460868,23005,2018-10-06 00:00:09 UTC,6/10/2018,00:00:09 UTC,7.05E+21,141,8772
3228885274548270,8000029,7982439,6467090,4737,2018-10-07 00:00:03 UTC,7/10/2018,00:00:03 UTC,7.07E+21,29,8781
3319512671822600,8000029,7149664,6473331,13924,2018-10-08 00:00:15 UTC,8/10/2018,00:00:15 UTC,7.09E+21,80,8790
3289314322534340,8000029,7514861,6479510,14779,2018-10-09 00:00:07 UTC,9/10/2018,00:00:07 UTC,7.11E+21,89,8799
3275563743751690,8000029,7996588,6485659,13579,2018-10-10 00:00:01 UTC,10/10/2018,00:00:01 UTC,7.13E+21,66,8809
3212884146215000,8000029,7979859,6491827,11385,2018-10-11 00:00:03 UTC,11/10/2018,00:00:03 UTC,7.15E+21,60,8813
3220046595911100,8000029,7986970,6497970,13682,2018-10-12 00:00:10 UTC,12/10/2018,00:00:10 UTC,7.17E+21,60,8826
3170106803592820,8000029,7982367,6504140,30548,2018-10-13 00:00:28 UTC,13/10/2018,00:00:28 UTC,7.19E+21,164,8837
3210510471882900,8000029,7987154,6510316,5472,2018-10-14 00:00:09 UTC,14/10/2018,00:00:09 UTC,7.21E+21,34,8847
3282849470184720,8000000,7993182,6516498,15625,2018-10-15 00:00:11 UTC,15/10/2018,00:00:11 UTC,7.23E+21,72,8853
3227531371166340,8000029,6987434,6522594,4011,2018-10-16 00:00:08 UTC,16/10/2018,00:00:08 UTC,7.25E+21,23,8860
3223515877272770,8000029,1641964,6528708,10108,2018-10-17 00:00:09 UTC,17/10/2018,00:00:09 UTC,7.27E+21,53,8866
